author_id,author_name,author_url
78701,মো. তন্ময় হাসান,https://www.rokomari.com/book/author/78701
13635,শাইখুল হাদীস মাওলানা যাকারিয়া রহ.,https://www.rokomari.com/book/author/13635
88026,পানকৌড়ি পাবলিকেশন্স,https://www.rokomari.com/book/author/88026
70702,জাফর বিপি,https://www.rokomari.com/book/author/70702
22707,ড. মোহাম্মদ আবুল হাসান,https://www.rokomari.com/book/author/22707
74272,মুস্তাফিজ ইবনে আনির,https://www.rokomari.com/book/author/74272
70785,রউফুল আলম,https://www.rokomari.com/book/author/70785
48553,রবার্ট গ্রীনে,https://www.rokomari.com/book/author/48553
59408,রাফান আহমেদ,https://www.rokomari.com/book/author/59408
550,আডলফ হিটলার,https://www.rokomari.com/book/author/550
14106,ব্রাম স্টোকার,https://www.rokomari.com/book/author/14106
11039,আহমেদ দিদাত,https://www.rokomari.com/book/author/11039
35276,ইউভ্যাল নোয়া হারারি,https://www.rokomari.com/book/author/35276
7692,তারাশঙ্কর বন্দ্যোপাধ্যায়,https://www.rokomari.com/book/author/7692
75758,ইসরাত জাহান দ্যুতি,https://www.rokomari.com/book/author/75758
124189,ওইন্দ্রজল,https://www.rokomari.com/book/author/124189
81763,আব্দুল হাসনাত আব্দুল্লাহ,https://www.rokomari.com/book/author/81763
13184,সাইয়েদ কুতুব শহীদ,https://www.rokomari.com/book/author/13184
58584,শাইখ আব্দুল হামীদ আল-ফাইযী আল-মাদানী,https://www.rokomari.com/book/author/58584
20670,ইমতিয়াজ মাহমুদ,https://www.rokomari.com/book/author/20670
80302,ফাতিহা আয়াত,https://www.rokomari.com/book/author/80302
7737,ড. শাহজাহান তপন,https://www.rokomari.com/book/author/7737
77519,আব্দুল্লাহ আল মাহমুদ,https://www.rokomari.com/book/author/77519
75115,ইমাম ইবনে তাইমিয়্যা (রা.),https://www.rokomari.com/book/author/75115
3576,আলতাফ পারভেজ,https://www.rokomari.com/book/author/3576
11481,কিশোরকন্ঠ,https://www.rokomari.com/book/author/11481
58720,মুহাম্মাদ মুশফিকুর রহমান মিনার,https://www.rokomari.com/book/author/58720
70042,হেমায়েত মাতুব্বর,https://www.rokomari.com/book/author/70042
